1.023546000000000049e+02 7.787460799999999495e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.020499999999999963e+00
1.026738000000000000e+02 7.828500800000000481e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.057500000000000107e+00
1.029968999999999966e+02 7.869660799999999767e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.094500000000000028e+00
1.033235999999999990e+02 7.910880799999999624e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.131499999999999950e+00
1.036544999999999987e+02 7.952190799999999626e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.168500000000000094e+00
1.039893000000000001e+02 7.993590799999999774e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.205500000000000016e+00
1.043282999999999987e+02 8.035080800000000067e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.243000000000000105e+00
1.046711999999999989e+02 8.076660800000000506e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.280000000000000027e+00
1.050180000000000007e+02 8.118330799999999670e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.316999999999999948e+00
1.053689999999999998e+02 8.160090800000000399e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.354000000000000092e+00
1.057241999999999962e+02 8.201940799999999854e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.391000000000000014e+00
1.060836000000000041e+02 8.243880799999999454e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.427999999999999936e+00
1.064471999999999952e+02 8.285910800000000620e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.465000000000000080e+00
1.068149999999999977e+02 8.328060800000000086e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.502000000000000002e+00
1.071869999999999976e+02 8.370330800000000693e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.538999999999999924e+00
1.075631999999999948e+02 8.412660800000000449e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.576000000000000068e+00
1.079441999999999950e+02 8.455110799999999927e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.613499999999999934e+00
1.083290999999999968e+02 8.497680800000000545e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.650500000000000078e+00
1.087188000000000017e+02 8.540370900000000631e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.687500000000000000e+00
1.091129999999999995e+02 8.583150899999999695e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.724499999999999922e+00
1.095117000000000047e+02 8.626050899999999899e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.761500000000000066e+00
1.099149000000000029e+02 8.669070899999999824e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.798499999999999988e+00
1.103229000000000042e+02 8.712210899999999469e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.835499999999999909e+00
1.107356999999999942e+02 8.755470900000000256e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.872500000000000053e+00
1.111530000000000058e+02 8.798880900000000338e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.909999999999999920e+00
1.115754000000000019e+02 8.842410900000000140e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.947000000000000064e+00
1.120026000000000010e+02 8.886060899999999663e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.983999999999999986e+00
1.124348999999999990e+02 8.929860899999999901e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.020999999999999908e+00
1.128722999999999956e+02 8.973780899999999860e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.057999999999999829e+00
1.133144999999999953e+02 9.017880900000000111e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.095000000000000195e+00
1.137621000000000038e+02 9.062100900000000081e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.132000000000000117e+00
1.142151000000000067e+02 9.106500900000000343e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.169000000000000039e+00
1.146735000000000042e+02 9.151020900000000324e+01 -9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.206500000000000128e+00
